doc_id,sentence_id,mention_text,canonical_name,label,context,source,evidence,confidence
wiki_turing_machine_083,8,Turing machine,Turing machine,Theory,"An example of this is binary search, an algorithm that can be shown to perform more quickly when using the RASP model of computation rather than the Turing machine model.",wikipedia,"An example of this is binary search, an algorithm that can be shown to perform more quickly when using the RASP model of computation rather than the Turing machine model.",medium
wiki_turing_machine_085,2,Turing machine,Turing machine,Theory,"In principle, it is possible to model this by having an external agent read from the tape and write to it at the same time as a Turing machine, but this rarely matches how interaction actually happens; therefore, when describing interactivity, alternatives such as I/O automata are usually preferred.",wikipedia,"In principle, it is possible to model this by having an external agent read from the tape and write to it at the same time as a Turing machine, but this rarely matches how interaction actually happens; therefore, when describing interactivity, alternatives such as I/O automata are usually preferred.",medium
wiki_turing_machine_093,1,Alan Turing,Alan Turing,Person,"Robin Gandy (1919–1995)—a student of Alan Turing (1912–1954), and his lifelong friend—traces the lineage of the notion of ""calculating machine"" back to Charles Babbage (circa 1834) and actually proposes ""Babbage's Thesis"":",wikipedia,"Robin Gandy (1919–1995)—a student of Alan Turing (1912–1954), and his lifelong friend—traces the lineage of the notion of ""calculating machine"" back to Charles Babbage (circa 1834) and actually proposes ""Babbage's Thesis"":",high
wiki_turing_machine_109,1,Alonzo Church,Alonzo Church,Person,"The problem was that an answer first required a precise definition of ""definite general applicable prescription"", which Princeton professor Alonzo Church would come to call ""effective calculability"", and in 1928 no such definition existed.",wikipedia,"The problem was that an answer first required a precise definition of ""definite general applicable prescription"", which Princeton professor Alonzo Church would come to call ""effective calculability"", and in 1928 no such definition existed.",high
wiki_turing_machine_112,1,King's College,King's College,Organization,"In the spring of 1935, Turing as a young Master's student at King's College, Cambridge, took on the challenge; he had been stimulated by the lectures of the logician M.",wikipedia,"In the spring of 1935, Turing as a young Master's student at King's College, Cambridge, took on the challenge; he had been stimulated by the lectures of the logician M.",high
wiki_turing_machine_117,1,Alan Turing,Alan Turing,Person,"Alan Turing invented the ""a-machine"" (automatic machine) in 1936.",wikipedia,"Alan Turing invented the ""a-machine"" (automatic machine) in 1936.",high
wiki_turing_machine_117,3,Alonzo Church,Alonzo Church,Person,"It was Turing's doctoral advisor, Alonzo Church, who later coined the term ""Turing machine"" in a review.",wikipedia,"It was Turing's doctoral advisor, Alonzo Church, who later coined the term ""Turing machine"" in a review.",high
wiki_turing_machine_117,3,Turing machine,Turing machine,Theory,"It was Turing's doctoral advisor, Alonzo Church, who later coined the term ""Turing machine"" in a review.",wikipedia,"It was Turing's doctoral advisor, Alonzo Church, who later coined the term ""Turing machine"" in a review.",medium
wiki_turing_machine_121,4,On Computable Numbers,On Computable Numbers,Work,"But what Turing did prove with his computational-machine model appears in his paper ""On Computable Numbers, with an Application to the Entscheidungsproblem"" (1937):",wikipedia,"But what Turing did prove with his computational-machine model appears in his paper ""On Computable Numbers, with an Application to the Entscheidungsproblem"" (1937):",high
wiki_turing_machine_124,3,Turing machine,Turing machine,Theory,"""Alan's task was to embody the logical design of a Turing machine in a network of relay-operated switches ..."" (Hodges p.",wikipedia,"""Alan's task was to embody the logical design of a Turing machine in a network of relay-operated switches ..."" (Hodges p.",medium
wiki_turing_machine_124,5,World War II,World War II,Event,"While Turing might have been just initially curious and experimenting, quite-earnest work in the same direction was going in Germany  by Konrad Zuse (1938), and in the United States by Howard Aiken and George Stibitz (1937); the fruits of their labors were used by both the Axis and Allied militaries in World War II (cf.",wikipedia,"While Turing might have been just initially curious and experimenting, quite-earnest work in the same direction was going in Germany  by Konrad Zuse (1938), and in the United States by Howard Aiken and George Stibitz (1937); the fruits of their labors were used by both the Axis and Allied militaries in World War II (cf.",high
wiki_turing_machine_124,8,Turing machine,Turing machine,Theory,"In the early to mid-1950s Hao Wang and Marvin Minsky reduced the Turing machine to a simpler form (a precursor to the Post–Turing machine of Martin Davis); simultaneously European researchers were reducing the new-fangled electronic computer to a computer-like theoretical object equivalent to what is now being called a ""Turing machine"".",wikipedia,"In the early to mid-1950s Hao Wang and Marvin Minsky reduced the Turing machine to a simpler form (a precursor to the Post–Turing machine of Martin Davis); simultaneously European researchers were reducing the new-fangled electronic computer to a computer-like theoretical object equivalent to what is now being called a ""Turing machine"".",medium
wiki_turing_machine_124,9,Turing machine,Turing machine,Theory,"In the late 1950s and early 1960s, the coincidentally parallel developments of Melzak and Lambek (1961), Minsky (1961), and Shepherdson and Sturgis (1961) carried the European work further and reduced the Turing machine to a more friendly, computer-like abstract model called the counter machine; Elgot and Robinson (1964), Hartmanis (1971), Cook and Reckhow (1973) carried this work even further with the register machine and random-access machine models—but basically all are just multi-tape Turing machines with an arithmetic-like instruction set.",wikipedia,"In the late 1950s and early 1960s, the coincidentally parallel developments of Melzak and Lambek (1961), Minsky (1961), and Shepherdson and Sturgis (1961) carried the European work further and reduced the Turing machine to a more friendly, computer-like abstract model called the counter machine; Elgot and Robinson (1964), Hartmanis (1971), Cook and Reckhow (1973) carried this work even further with the register machine and random-access machine models—but basically all are just multi-tape Turing machines with an arithmetic-like instruction set.",medium
wiki_turing_machine_125,1,Turing machine,Turing machine,Theory,"Today, the counter, register and random-access machines and their sire the Turing machine continue to be the models of choice for theorists investigating questions in the theory of computation.",wikipedia,"Today, the counter, register and random-access machines and their sire the Turing machine continue to be the models of choice for theorists investigating questions in the theory of computation.",medium
wiki_turing_machine_125,2,Turing machine,Turing machine,Theory,"In particular, computational complexity theory makes use of the Turing machine:",wikipedia,"In particular, computational complexity theory makes use of the Turing machine:",medium
wiki_turing_machine_127,1,Turing machine,Turing machine,Theory,"the off-line multitape Turing machine..., which represents the standard model for string-oriented computation, and",wikipedia,"the off-line multitape Turing machine..., which represents the standard model for string-oriented computation, and",medium
wiki_turing_test_001,1,Turing test,Turing test,Theory,"The Turing test, originally called the imitation game by Alan Turing in 1949, is a test of a machine's ability to exhibit intelligent behaviour equivalent to that of a human.",wikipedia,"The Turing test, originally called the imitation game by Alan Turing in 1949, is a test of a machine's ability to exhibit intelligent behaviour equivalent to that of a human.",medium
wiki_turing_test_001,1,Alan Turing,Alan Turing,Person,"The Turing test, originally called the imitation game by Alan Turing in 1949, is a test of a machine's ability to exhibit intelligent behaviour equivalent to that of a human.",wikipedia,"The Turing test, originally called the imitation game by Alan Turing in 1949, is a test of a machine's ability to exhibit intelligent behaviour equivalent to that of a human.",high
wiki_turing_test_001,5,Turing test,Turing test,Theory,"Since the Turing test is a test of indistinguishability in performance capacity, the verbal version generalizes naturally to all of human performance capacity, verbal as well as nonverbal (robotic).",wikipedia,"Since the Turing test is a test of indistinguishability in performance capacity, the verbal version generalizes naturally to all of human performance capacity, verbal as well as nonverbal (robotic).",medium
wiki_turing_test_004,2,Turing test,Turing test,Theory,René Descartes prefigures aspects of the Turing test in his 1637 Discourse on the Method when he writes: [H]ow many different automata or moving machines could be made by the industry of man ...,wikipedia,René Descartes prefigures aspects of the Turing test in his 1637 Discourse on the Method when he writes: [H]ow many different automata or moving machines could be made by the industry of man ...,medium
wiki_turing_test_005,2,Turing test,Turing test,Theory,Descartes therefore prefigures the Turing test by defining the insufficiency of appropriate linguistic response as that which separates the human from the automaton.,wikipedia,Descartes therefore prefigures the Turing test by defining the insufficiency of appropriate linguistic response as that which separates the human from the automaton.,medium
wiki_turing_test_005,3,Turing test,Turing test,Theory,"Descartes fails to consider the possibility that future automata might be able to overcome such insufficiency, and so does not propose the Turing test as such, even if he prefigures its conceptual framework and criterion.",wikipedia,"Descartes fails to consider the possibility that future automata might be able to overcome such insufficiency, and so does not propose the Turing test as such, even if he prefigures its conceptual framework and criterion.",medium
wiki_turing_test_010,3,Turing test,Turing test,Theory,"(This suggestion is very similar to the Turing test, but it is not certain that Ayer's popular philosophical classic was familiar to Turing.) In other words, a thing is not conscious if it fails the consciousness test.",wikipedia,"(This suggestion is very similar to the Turing test, but it is not certain that Ayer's popular philosophical classic was familiar to Turing.) In other words, a thing is not conscious if it fails the consciousness test.",medium
wiki_turing_test_011,1,Turing test,Turing test,Theory,A rudimentary idea of the Turing test appears in the 1726 novel Gulliver's Travels by Jonathan Swift.,wikipedia,A rudimentary idea of the Turing test appears in the 1726 novel Gulliver's Travels by Jonathan Swift.,medium
wiki_turing_test_014,2,Alan Turing,Alan Turing,Person,"It was a common topic among the members of the Ratio Club, an informal group of British cybernetics and electronics researchers that included Alan Turing.",wikipedia,"It was a common topic among the members of the Ratio Club, an informal group of British cybernetics and electronics researchers that included Alan Turing.",high
wiki_turing_test_020,2,Turing test,Turing test,Theory,"While neither of these formulations precisely matches the version of the Turing test that is more generally known today, he proposed a third in 1952.",wikipedia,"While neither of these formulations precisely matches the version of the Turing test that is more generally known today, he proposed a third in 1952.",medium
wiki_turing_test_022,1,Turing test,Turing test,Theory,"John Searle's 1980 paper Minds, Brains, and Programs proposed the ""Chinese room"" thought experiment and argued that the Turing test could not be used to determine if a machine could think.",wikipedia,"John Searle's 1980 paper Minds, Brains, and Programs proposed the ""Chinese room"" thought experiment and argued that the Turing test could not be used to determine if a machine could think.",medium
wiki_turing_test_022,2,Turing test,Turing test,Theory,Searle noted that software (such as ELIZA) could pass the Turing test simply by manipulating symbols of which they had no understanding.,wikipedia,Searle noted that software (such as ELIZA) could pass the Turing test simply by manipulating symbols of which they had no understanding.,medium
wiki_turing_test_022,4,Turing test,Turing test,Theory,"Therefore, Searle concluded, the Turing test could not prove that machines could think.",wikipedia,"Therefore, Searle concluded, the Turing test could not prove that machines could think.",medium
wiki_turing_test_022,5,Turing test,Turing test,Theory,"Much like the Turing test itself, Searle's argument has been both widely criticised and endorsed.",wikipedia,"Much like the Turing test itself, Searle's argument has been both widely criticised and endorsed.",medium
wiki_turing_test_023,1,Turing test,Turing test,Theory,"Arguments such as Searle's and others working on the philosophy of mind sparked off a more intense debate about the nature of intelligence, the possibility of machines with a conscious mind and the value of the Turing test that continued through the 1980s and 1990s.",wikipedia,"Arguments such as Searle's and others working on the philosophy of mind sparked off a more intense debate about the nature of intelligence, the possibility of machines with a conscious mind and the value of the Turing test that continued through the 1980s and 1990s.",medium
wiki_turing_test_024,4,Turing test,Turing test,Theory,"As Loebner described it, one reason the competition was created is to advance the state of AI research, at least in part, because no one had taken steps to implement the Turing test despite 40 years of discussing it.",wikipedia,"As Loebner described it, one reason the competition was created is to advance the state of AI research, at least in part, because no one had taken steps to implement the Turing test despite 40 years of discussing it.",medium
wiki_turing_test_025,1,Turing test,Turing test,Theory,"The first Loebner Prize competition in 1991 led to a renewed discussion of the viability of the Turing test and the value of pursuing it, in both the popular press and academia.",wikipedia,"The first Loebner Prize competition in 1991 led to a renewed discussion of the viability of the Turing test and the value of pursuing it, in both the popular press and academia.",medium
wiki_turing_test_025,3,Turing test,Turing test,Theory,"This highlighted several of the shortcomings of the Turing test (discussed below): The winner won, at least in part, because it was able to ""imitate human typing errors""; the unsophisticated interrogators were easily fooled; and some researchers in AI have been led to feel that the test is merely a distraction from more fruitful research.",wikipedia,"This highlighted several of the shortcomings of the Turing test (discussed below): The winner won, at least in part, because it was able to ""imitate human typing errors""; the unsophisticated interrogators were easily fooled; and some researchers in AI have been led to feel that the test is merely a distraction from more fruitful research.",medium
wiki_turing_test_028,1,Turing test,Turing test,Theory,CAPTCHA (Completely Automated Public Turing test to tell Computers and Humans Apart) is one of the oldest concepts for artificial intelligence.,wikipedia,CAPTCHA (Completely Automated Public Turing test to tell Computers and Humans Apart) is one of the oldest concepts for artificial intelligence.,medium
wiki_turing_test_028,3,Turing test,Turing test,Theory,It is based on the Turing test.,wikipedia,It is based on the Turing test.,medium
wiki_turing_test_030,1,Turing test,Turing test,Theory,"Several early symbolic AI programs were controversially claimed to pass the Turing test, either by limiting themselves to scripted situations or by presenting ""excuses"" for poor reasoning and conversational abilities, such as mental illness or a poor grasp of English.",wikipedia,"Several early symbolic AI programs were controversially claimed to pass the Turing test, either by limiting themselves to scripted situations or by presenting ""excuses"" for poor reasoning and conversational abilities, such as mental illness or a poor grasp of English.",medium
wiki_turing_test_035,2,Turing test,Turing test,Theory,"Celeste Biever wrote in a July 2023 Nature article that ""ChatGPT broke the Turing test"".",wikipedia,"Celeste Biever wrote in a July 2023 Nature article that ""ChatGPT broke the Turing test"".",medium
wiki_turing_test_035,3,Turing test,Turing test,Theory,"In March 2024, Stanford researchers reported that ChatGPT passes the test; they found that ChatGPT-4 ""passes a rigorous Turing test, diverging from average human behavior chiefly to be more cooperative"", making it the first computer program to successfully do so.",wikipedia,"In March 2024, Stanford researchers reported that ChatGPT passes the test; they found that ChatGPT-4 ""passes a rigorous Turing test, diverging from average human behavior chiefly to be more cooperative"", making it the first computer program to successfully do so.",medium
wiki_turing_test_037,1,Turing test,Turing test,Theory,"Saul Traiger argues that there are at least three primary versions of the Turing test, two of which are offered in ""Computing Machinery and Intelligence"" and one that he describes as the ""Standard Interpretation"".",wikipedia,"Saul Traiger argues that there are at least three primary versions of the Turing test, two of which are offered in ""Computing Machinery and Intelligence"" and one that he describes as the ""Standard Interpretation"".",medium
wiki_turing_test_044,1,Turing test,Turing test,Theory,"Common understanding has it that the purpose of the Turing test is not specifically to determine whether a computer is able to fool an interrogator into believing that it is a human, but rather whether a computer could imitate a human.",wikipedia,"Common understanding has it that the purpose of the Turing test is not specifically to determine whether a computer is able to fool an interrogator into believing that it is a human, but rather whether a computer could imitate a human.",medium
wiki_turing_test_045,3,Turing Test,Turing Test,Theory,"The test that employs the party game and compares frequencies of success is referred to as the ""Original Imitation Game Test"", whereas the test consisting of a human judge conversing with a human and a machine is referred to as the ""Standard Turing Test"", noting that Sterrett equates this with the ""standard interpretation"" rather than the second version of the imitation game.",wikipedia,"The test that employs the party game and compares frequencies of success is referred to as the ""Original Imitation Game Test"", whereas the test consisting of a human judge conversing with a human and a machine is referred to as the ""Standard Turing Test"", noting that Sterrett equates this with the ""standard interpretation"" rather than the second version of the imitation game.",high
wiki_turing_test_045,4,Turing test,Turing test,Theory,"Sterrett agrees that the standard Turing test (STT) has the problems that its critics cite but feels that, in contrast, the original imitation game test (OIG test) so defined is immune to many of them, due to a crucial difference: Unlike the STT, it does not make similarity to human performance the criterion, even though it employs human performance in setting a criterion for machine intelligence.",wikipedia,"Sterrett agrees that the standard Turing test (STT) has the problems that its critics cite but feels that, in contrast, the original imitation game test (OIG test) so defined is immune to many of them, due to a crucial difference: Unlike the STT, it does not make similarity to human performance the criterion, even though it employs human performance in setting a criterion for machine intelligence.",medium
wiki_turing_test_051,1,Turing test,Turing test,Theory,The power and appeal of the Turing test derives from its simplicity.,wikipedia,The power and appeal of the Turing test derives from its simplicity.,medium
wiki_turing_test_051,4,Turing test,Turing test,Theory,"The Turing test, even if imperfect, at least provides something that can actually be measured.",wikipedia,"The Turing test, even if imperfect, at least provides something that can actually be measured.",medium
wiki_turing_test_053,1,Turing test,Turing test,Theory,"To pass a well-designed Turing test, the machine must use natural language, reason, have knowledge and learn.",wikipedia,"To pass a well-designed Turing test, the machine must use natural language, reason, have knowledge and learn.",medium
wiki_turing_test_054,1,Turing test,Turing test,Theory,The Feigenbaum test is designed to take advantage of the broad range of topics available to a Turing test.,wikipedia,The Feigenbaum test is designed to take advantage of the broad range of topics available to a Turing test.,medium
wiki_turing_test_060,2,Turing test,Turing test,Theory,"It is further noted, however, that whatever inspiration Turing might be able to lend in this direction depends upon the preservation of his original vision, which is to say, further, that the promulgation of a ""standard interpretation"" of the Turing test—i.e., one which focuses on a discursive intelligence only—must be regarded with some caution.",wikipedia,"It is further noted, however, that whatever inspiration Turing might be able to lend in this direction depends upon the preservation of his original vision, which is to say, further, that the promulgation of a ""standard interpretation"" of the Turing test—i.e., one which focuses on a discursive intelligence only—must be regarded with some caution.",medium
wiki_turing_test_061,1,Turing test,Turing test,Theory,"Turing did not explicitly state that the Turing test could be used as a measure of ""intelligence"", or any other human quality.",wikipedia,"Turing did not explicitly state that the Turing test could be used as a measure of ""intelligence"", or any other human quality.",medium
wiki_turing_test_062,1,Turing test,Turing test,Theory,"Nevertheless, the Turing test has been proposed as a measure of a machine's ""ability to think"" or its ""intelligence"".",wikipedia,"Nevertheless, the Turing test has been proposed as a measure of a machine's ""ability to think"" or its ""intelligence"".",medium
wiki_turing_test_063,2,Turing test,Turing test,Theory,"Numerous experts in the field, including cognitive scientist Gary Marcus, insist that the Turing test only shows how easy it is to fool humans and is not an indication of machine intelligence.",wikipedia,"Numerous experts in the field, including cognitive scientist Gary Marcus, insist that the Turing test only shows how easy it is to fool humans and is not an indication of machine intelligence.",medium
wiki_turing_test_067,1,Turing test,Turing test,Theory,"One interesting feature of the Turing test is the frequency of the confederate effect, when the confederate (tested) humans are misidentified by the interrogators as machines.",wikipedia,"One interesting feature of the Turing test is the frequency of the confederate effect, when the confederate (tested) humans are misidentified by the interrogators as machines.",medium
wiki_turing_test_068,1,Turing test,Turing test,Theory,The Turing test does not directly test whether the computer behaves intelligently.,wikipedia,The Turing test does not directly test whether the computer behaves intelligently.,medium
wiki_turing_test_069,1,Turing test,Turing test,Theory,"The Turing test requires that the machine be able to execute all human behaviours, regardless of whether they are intelligent.",wikipedia,"The Turing test requires that the machine be able to execute all human behaviours, regardless of whether they are intelligent.",medium
wiki_turing_test_071,1,Turing test,Turing test,Theory,"The Turing test does not test for highly intelligent behaviours, such as the ability to solve difficult problems or come up with original insights.",wikipedia,"The Turing test does not test for highly intelligent behaviours, such as the ability to solve difficult problems or come up with original insights.",medium
wiki_turing_test_073,1,Turing test,Turing test,Theory,The Turing test is concerned strictly with how the subject acts – the external behaviour of the machine.,wikipedia,The Turing test is concerned strictly with how the subject acts – the external behaviour of the machine.,medium
wiki_turing_test_074,2,Turing test,Turing test,Theory,"His Chinese room argument is intended to show that, even if the Turing test is a good operational definition of intelligence, it may not indicate that the machine has a mind, consciousness, or intentionality.",wikipedia,"His Chinese room argument is intended to show that, even if the Turing test is a good operational definition of intelligence, it may not indicate that the machine has a mind, consciousness, or intentionality.",medium
wiki_turing_test_076,1,Turing test,Turing test,Theory,Mainstream AI researchers argue that trying to pass the Turing test is merely a distraction from more fruitful research.,wikipedia,Mainstream AI researchers argue that trying to pass the Turing test is merely a distraction from more fruitful research.,medium
wiki_turing_test_076,2,Turing test,Turing test,Theory,"Indeed, the Turing test is not an active focus of much academic or commercial effort—as Stuart Russell and Peter Norvig write: ""AI researchers have devoted little attention to passing the Turing test"".",wikipedia,"Indeed, the Turing test is not an active focus of much academic or commercial effort—as Stuart Russell and Peter Norvig write: ""AI researchers have devoted little attention to passing the Turing test"".",medium
wiki_turing_test_080,1,Turing test,Turing test,Theory,Another well known objection raised towards the Turing test concerns its exclusive focus on linguistic behaviour (i.e.,wikipedia,Another well known objection raised towards the Turing test concerns its exclusive focus on linguistic behaviour (i.e.,medium
wiki_turing_test_081,1,Turing test,Turing test,Theory,A critical aspect of the Turing test is that a machine must give itself away as being a machine by its utterances.,wikipedia,A critical aspect of the Turing test is that a machine must give itself away as being a machine by its utterances.,medium
wiki_turing_test_083,1,Turing Test,Turing Test,Theory,"By focusing on imitating humans, rather than augmenting or extending human capabilities, the Turing Test risks directing research and implementation toward technologies that substitute for humans and thereby drive down wages and income for workers.",wikipedia,"By focusing on imitating humans, rather than augmenting or extending human capabilities, the Turing Test risks directing research and implementation toward technologies that substitute for humans and thereby drive down wages and income for workers.",high
wiki_turing_test_084,1,Turing test,Turing test,Theory,"Numerous other versions of the Turing test, including those expounded above, have been raised through the years.",wikipedia,"Numerous other versions of the Turing test, including those expounded above, have been raised through the years.",medium
wiki_turing_test_085,1,Turing test,Turing test,Theory,A modification of the Turing test wherein the objective of one or more of the roles have been reversed between machines and humans is termed a reverse Turing test.,wikipedia,A modification of the Turing test wherein the objective of one or more of the roles have been reversed between machines and humans is termed a reverse Turing test.,medium
wiki_turing_test_085,3,Turing test,Turing test,Theory,"In his 2000 book, among several other original points with regard to the Turing test, literary scholar Peter Swirski discussed in detail the idea of what he termed the Swirski test—essentially the reverse Turing test.",wikipedia,"In his 2000 book, among several other original points with regard to the Turing test, literary scholar Peter Swirski discussed in detail the idea of what he termed the Swirski test—essentially the reverse Turing test.",medium
wiki_turing_test_087,1,Turing test,Turing test,Theory,CAPTCHA is a form of reverse Turing test.,wikipedia,CAPTCHA is a form of reverse Turing test.,medium
wiki_turing_test_092,1,Turing test,Turing test,Theory,A further variation is motivated by the concern that modern Natural Language Processing prove to be highly successful in generating text on the basis of a huge text corpus and could eventually pass the Turing test simply by manipulating words and sentences that have been used in the initial training of the model.,wikipedia,A further variation is motivated by the concern that modern Natural Language Processing prove to be highly successful in generating text on the basis of a huge text corpus and could eventually pass the Turing test simply by manipulating words and sentences that have been used in the initial training of the model.,medium
wiki_turing_test_092,3,Turing test,Turing test,Theory,"For this reason, Arthur Schwaninger proposes a variation of the Turing test that can distinguish between systems that are only capable of using language and systems that understand language.",wikipedia,"For this reason, Arthur Schwaninger proposes a variation of the Turing test that can distinguish between systems that are only capable of using language and systems that understand language.",medium
wiki_turing_test_093,1,Turing test,Turing test,Theory,"Another variation is described as the subject-matter expert Turing test, where a machine's response cannot be distinguished from an expert in a given field.",wikipedia,"Another variation is described as the subject-matter expert Turing test, where a machine's response cannot be distinguished from an expert in a given field.",medium
wiki_turing_test_095,1,Turing test,Turing test,Theory,"The ""Total Turing test"" variation of the Turing test, proposed by cognitive scientist Stevan Harnad, adds two further requirements to the traditional Turing test.",wikipedia,"The ""Total Turing test"" variation of the Turing test, proposed by cognitive scientist Stevan Harnad, adds two further requirements to the traditional Turing test.",medium
wiki_turing_test_096,1,Turing Test,Turing Test,Theory,"Paul Schweizer argues that Harnad's work is too weak, and extended it further with the Truly Total Turing Test:",wikipedia,"Paul Schweizer argues that Harnad's work is too weak, and extended it further with the Truly Total Turing Test:",high
wiki_turing_test_098,1,Turing test,Turing test,Theory,A letter published in Communications of the ACM describes the concept of generating a synthetic patient population and proposes a variation of Turing test to assess the difference between synthetic and real patients.,wikipedia,A letter published in Communications of the ACM describes the concept of generating a synthetic patient population and proposes a variation of Turing test to assess the difference between synthetic and real patients.,medium
wiki_turing_test_099,1,Turing test,Turing test,Theory,"The minimum intelligent signal test was proposed by Chris McKinstry as ""the maximum abstraction of the Turing test"", in which only binary responses (true/false or yes/no) are permitted, to focus only on the capacity for thought.",wikipedia,"The minimum intelligent signal test was proposed by Chris McKinstry as ""the maximum abstraction of the Turing test"", in which only binary responses (true/false or yes/no) are permitted, to focus only on the capacity for thought.",medium
wiki_turing_test_100,1,Turing test,Turing test,Theory,"The organisers of the Hutter Prize believe that compressing natural language text is a hard AI problem, equivalent to passing the Turing test.",wikipedia,"The organisers of the Hutter Prize believe that compressing natural language text is a hard AI problem, equivalent to passing the Turing test.",medium
wiki_turing_test_100,2,Turing test,Turing test,Theory,"The data compression test has some advantages over most versions and variations of a Turing test, including:",wikipedia,"The data compression test has some advantages over most versions and variations of a Turing test, including:",medium
wiki_turing_test_102,1,Turing test,Turing test,Theory,"It is unknown what particular ""score"" on this test—if any—is equivalent to passing a human-level Turing test.",wikipedia,"It is unknown what particular ""score"" on this test—if any—is equivalent to passing a human-level Turing test.",medium
wiki_turing_test_103,1,Turing test,Turing test,Theory,A related approach to Hutter's prize which appeared much earlier in the late 1990s is the inclusion of compression problems in an extended Turing test.,wikipedia,A related approach to Hutter's prize which appeared much earlier in the late 1990s is the inclusion of compression problems in an extended Turing test.,medium
wiki_turing_test_106,1,Turing test,Turing test,Theory,"The Turing test inspired the Ebert test proposed in 2011 by film critic Roger Ebert which is a test whether a computer-based synthesised voice has sufficient skill in terms of intonations, inflections, timing and so forth, to make people laugh.",wikipedia,"The Turing test inspired the Ebert test proposed in 2011 by film critic Roger Ebert which is a test whether a computer-based synthesised voice has sufficient skill in terms of intonations, inflections, timing and so forth, to make people laugh.",medium
wiki_turing_test_111,2,Turing test,Turing test,Theory,"Two significant events occurred in that year: the first was the Turing Colloquium, which was held at the University of Sussex in April, and brought together academics and researchers from a wide variety of disciplines to discuss the Turing test in terms of its past, present, and future; the second was the formation of the annual Loebner Prize competition.",wikipedia,"Two significant events occurred in that year: the first was the Turing Colloquium, which was held at the University of Sussex in April, and brought together academics and researchers from a wide variety of disciplines to discuss the Turing test in terms of its past, present, and future; the second was the formation of the annual Loebner Prize competition.",medium
wiki_turing_test_112,1,Turing test,Turing test,Theory,"Blay Whitby lists four major turning points in the history of the Turing test – the publication of ""Computing Machinery and Intelligence"" in 1950, the announcement of Joseph Weizenbaum's ELIZA in 1966, Kenneth Colby's creation of PARRY, which was first described in 1972, and the Turing Colloquium in 1990.",wikipedia,"Blay Whitby lists four major turning points in the history of the Turing test – the publication of ""Computing Machinery and Intelligence"" in 1950, the announcement of Joseph Weizenbaum's ELIZA in 1966, Kenneth Colby's creation of PARRY, which was first described in 1972, and the Turing Colloquium in 1990.",medium
wiki_turing_test_113,1,Turing test,Turing test,Theory,"In parallel to the 2008 Loebner Prize held at the University of Reading, the Society for the Study of Artificial Intelligence and the Simulation of Behaviour (AISB) hosted a one-day symposium to discuss the Turing test, organised by John Barnden, Mark Bishop, Huma Shah and Kevin Warwick.",wikipedia,"In parallel to the 2008 Loebner Prize held at the University of Reading, the Society for the Study of Artificial Intelligence and the Simulation of Behaviour (AISB) hosted a one-day symposium to discuss the Turing test, organised by John Barnden, Mark Bishop, Huma Shah and Kevin Warwick.",medium
wiki_turing_test_114,2,Turing test,Turing test,Theory,"No agreement emerged for a canonical Turing test, though Bringsjord expressed that a sizeable prize would result in the Turing test being passed sooner.",wikipedia,"No agreement emerged for a canonical Turing test, though Bringsjord expressed that a sizeable prize would result in the Turing test being passed sooner.",medium
wiki_turing_test_115,3,Turing test,Turing test,Theory,"""The Turing test"".",wikipedia,"""The Turing test"".",medium
wiki_turing_test_116,1,Turing Test,Turing Test,Theory,"Turing Test: 50 Years Later reviews a half-century of work on the Turing Test, from the vantage point of 2000.",wikipedia,"Turing Test: 50 Years Later reviews a half-century of work on the Turing Test, from the vantage point of 2000.",high
wiki_turing_test_119,1,Turing test,Turing test,Theory,"""""The first ever (restricted) Turing test"", on season  2, episode  5"".",wikipedia,"""""The first ever (restricted) Turing test"", on season  2, episode  5"".",medium
wiki_church–turing_thesis_001,2,Turing machine,Turing machine,Theory,It states that a function on the natural numbers can be calculated by an effective method if and only if it is computable by a Turing machine.,wikipedia,It states that a function on the natural numbers can be calculated by an effective method if and only if it is computable by a Turing machine.,medium
wiki_church–turing_thesis_001,3,Alonzo Church,Alonzo Church,Person,The thesis is named after American mathematician Alonzo Church and the British mathematician Alan Turing.,wikipedia,The thesis is named after American mathematician Alonzo Church and the British mathematician Alan Turing.,high
wiki_church–turing_thesis_001,3,Alan Turing,Alan Turing,Person,The thesis is named after American mathematician Alonzo Church and the British mathematician Alan Turing.,wikipedia,The thesis is named after American mathematician Alonzo Church and the British mathematician Alan Turing.,high
wiki_church–turing_thesis_003,1,Alonzo Church,Alonzo Church,Person,"In 1932–33, Alonzo Church created a method for defining functions called the λ-calculus.",wikipedia,"In 1932–33, Alonzo Church created a method for defining functions called the λ-calculus.",high
wiki_church–turing_thesis_004,1,Alonzo Church,Alonzo Church,Person,"In 1935–36, Alonzo Church formalized the concept of effectively calculable functions by proposing that they are general recursive functions, or, equivalently, λ-definable functions.",wikipedia,"In 1935–36, Alonzo Church formalized the concept of effectively calculable functions by proposing that they are general recursive functions, or, equivalently, λ-definable functions.",high
wiki_church–turing_thesis_005,1,Alan Turing,Alan Turing,Person,"In 1936, before learning of Church's work, Alan Turing created a theoretical model for machines, now called Turing machines, that could carry out calculations from inputs by manipulating symbols on a tape.",wikipedia,"In 1936, before learning of Church's work, Alan Turing created a theoretical model for machines, now called Turing machines, that could carry out calculations from inputs by manipulating symbols on a tape.",high
