entity_uid,entity_label,entity_text,attribute_name,attribute_value,evidence,source,confidence,extract_method
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"The Mays is a literary anthology including student prose, poetry, and visual art from both University of Cambridge and Oxford students.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"The student radio station, Cam FM, is run jointly by University of Cambridge and Anglia Ruskin University students.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,established_year,2020,"All students at the University of Cambridge are represented by Cambridge Students' Union, which was founded in 2020 as a merger of two student unions, Cambridge University Students' Union (CUSU) and the Graduate Union (GU).",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"All students at the University of Cambridge are represented by Cambridge Students' Union, which was founded in 2020 as a merger of two student unions, Cambridge University Students' Union (CUSU) and the Graduate Union (GU).",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,A protest in Cambridge with an attendance of more than a thousand students and residents – the city's largest demonstration – called on the University of Cambridge to divest from Israel over Israel's actions in the Gaza Strip during the Gaza war.,https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"Students and staff at the University of Cambridge wrote an open letter to the university, with more than 1,400 signatories, demanding it acknowledge the ""slaughter of innocent Palestinians"", ""sever financial ties with Israel"" as it had with Russia following the invasion of Ukraine, and demanding it investigate its financial ties with arms manufacturers that potentially supplied to Israel, mentioning, among others, Plasan and Caterpillar.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,The University of Cambridge has produced many distinguished alumni in various fields.,https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,Highly notable University of Cambridge alumni by specialty include:,https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"In the humanities, Greek studies were inaugurated at the University of Cambridge in the early sixteenth century by Desiderius Erasmus; contributions to the field were made by Richard Bentley and Richard Porson.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"University of Cambridge academics include economists such as John Maynard Keynes, Thomas Malthus, Alfred Marshall, Milton Friedman, Joan Robinson, Piero Sraffa, Ha-Joon Chang, and Amartya Sen.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"Notable University of Cambridge alumni in the field of musical composition include Ralph Vaughan Williams, Charles Villiers Stanford, William Sterndale Bennett, Orlando Gibbons and, more recently, Alexander Goehr, Thomas Adès, John Rutter, Julian Anderson, Judith Weir, and Maury Yeston.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"Artists Quentin Blake, Roger Fry, Rose Ferraby, and Julian Trevelyan, sculptors Antony Gormley, Marc Quinn, and Anthony Caro, and photographers Antony Armstrong-Jones, Cecil Beaton, and Mick Rock are each University of Cambridge alumni.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"and Water Babies, and Samuel Butler, remembered for The Way of All Flesh and Erewhon, are all University of Cambridge alumni.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"Within poetry, University of Cambridge alumni include the poets Edmund Spenser, author of The Faerie Queene, metaphysical poets John Donne, who wrote For Whom the Bell Tolls, George Herbert and Andrew Marvell, and John Milton, who is renowned for Paradise Lost,  Restoration poet and playwright John Dryden, pre-romantic poet Thomas Gray best known his Elegy Written in a Country Churchyard, William Wordsworth, and Samuel Taylor Coleridge, whose joint work Lyrical Ballads is often cited as marking the beginning of the Romantic movement, later Romantics including Lord Byron and the post-romantic Lord Tennyson, authors of the best known carpe diem poems, including Robert Herrick known for ""To the Virgins, to Make Much of Time"" with the first line ""Gather ye rosebuds while ye may"", and Andrew Marvell, who authored ""To His Coy Mistress"", classical scholar and lyric poet A.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridg,Organization,University of Cambridg,org_type,university,At least nine Poets Laureate graduated from the University of Cambridge.,https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"Actors and directors who attended the University of Cambridge include Ian McKellen, Eleanor Bron, Miriam Margolyes, Derek Jacobi,  Michael Redgrave, James Mason, Emma Thompson, Stephen Fry, Hugh Laurie, John Cleese, John Oliver, Freddie Highmore, Eric Idle, Graham Chapman, Graeme Garden, Tim Brooke-Taylor, Bill Oddie, Simon Russell Beale, Tilda Swinton, Thandie Newton, Georgie Henley, Rachel Weisz, Sacha Baron Cohen, Tom Hiddleston, Sara Mohr-Pietsch, Eddie Redmayne, Dan Stevens, Jamie Bamber, Lily Cole, David Mitchell, Robert Webb, Richard Ayoade, Mel Giedroyc, and Sue Perkins.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"Isaac Newton, who conducted many of his experiments on the grounds of Trinity College, ranks among the most famed University of Cambridge alumni.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"In 1890, mathematician Philippa Fawcett, a University of Cambridge student, registered the highest score in the Cambridge Mathematical Tripos exams but as a woman was then ineligible to claim the title Senior Wrangler.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"In biology, University of Cambridge alumni include Charles Darwin, famous for developing the theory of natural selection and explaining evolution, is an alumnus of Christ's College.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"Biologists Francis Crick and James Watson developed the model explaining the three-dimensional structure of DNA while working at the Cavendish Laboratory; University of Cambridge graduates Maurice Wilkins and especially Rosalind Franklin produced key X-ray crystallography data, which was shared with Watson by Wilkins.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"Despite the university's delay in admitting women to its full degree programs, women associated with the University of Cambridge have been at the heart of scientific research throughout the 20th century.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"The webcam was also invented at the University of Cambridge, showing the Trojan Room coffee pot in the university's computer laboratories.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"University of Cambridge alumni in astronomy include John Herschel, Arthur Eddington, and Paul Dirac, discoverer of antimatter and one of the pioneers of quantum mechanics; Stephen Hawking, theoretical physicist and the university's long-serving Lucasian Professor of Mathematics until 2009; and Martin Rees, the current Astronomer Royal and former Master of Trinity College.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"The University of Cambridge has a strong reputation in the field of politics, having educated:",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"University of Cambridge alumni are responsible some of the world's greatest advances in technology, and several have gone on to found or co-found leading technology companies, including Demis Hassabis, the co-founder and chief executive officer of DeepMind, an artificial intelligence subsidiary company of Alphabet Inc responsible for AlphaGo and Sophie Wilson and Steve Furber, co-founders of ARM, a British semiconductor and software design company based in Cambridge.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"The academic staff at the University of Cambridge includes several notable scholars, including Sriya Iyer, known for her research in the economics of religion and development; Graham Virgo, specialising in equity and the law of restitution; Aaron Koller, a specialist in Semitic languages and Jewish intellectual history; Mihaela van der Schaar, known for her research in AI-enabled personalised medicine.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"Throughout its history, the University of Cambridge has frequently been featured in literature, artistic works, television, and film.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"In The Reeve's Tale, the two main fictional characters are students at a University of Cambridge college called Soler Halle, which is believed to refer to King's Hall and is now part of Trinity College.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,Other notable examples of the University of Cambridge in popular culture include:,https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"Xu Zhimo's best-known poem, ""On Leaving Cambridge"" (simplified Chinese: 再别康桥; traditional Chinese: 再別康橋), published in 1928, is part of China's national curriculum taught to all schoolchildren and has generated a tremendous amount of adoration of the University of Cambridge in China.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridg,Organization,University of Cambridg,org_type,university,"Wodehouse, the title character and Mike, his closest friend, study at the University of Cambridge.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridg,Organization,University of Cambridg,org_type,university,"The film Maurice, based on the 1971 novel Maurice, is partly filmed at the University of Cambridge.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"King's College of the University of Cambridge features prominently in the 1990 short story ""The Fenstanton Witch"" by M.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"In the 2014 biographical film The Theory of Everything, young Stephen Hawking falls in love with literature student Jane Wilde at the University of Cambridge, where both of them study.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridg,Organization,University of Cambridg,org_type,university,Red Joan (2018) was partly filmed at the University of Cambridge.,https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"The 2021 film The Dig features multiple archaeologists with ties to the University of Cambridge, including Charles Phillips (played by Ken Stott) and Peggy Piggott (played by Lily James).",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"The television series Professor T (2021–) stars Ben Miller as Professor Jasper Tempest, a genius University of Cambridge criminologist.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridg,Organization,University of Cambridg,org_type,university,A History of the University of Cambridge.,https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridg,Organization,University of Cambridg,org_type,university,A History of the University of Cambridge.,https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,"and Christian Steer, eds, Commemoration in Medieval Cambridge History of the University of Cambridge, Boydell, 2018.",https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridg,Organization,University of Cambridg,org_type,university,A Concise History of the University of Cambridge.,https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,The History of the University of Cambridge and Education in England.,https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:university_of_cambridge,Organization,University of Cambridge,org_type,university,The Architectural History of the University of Cambridge and of the Colleges of Cambridge and Eton.,https://en.wikipedia.org/wiki/University_of_Cambridge,high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"Princeton University is a private Ivy League research university in Princeton, New Jersey, United States.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"The university is governed by the Trustees of Princeton University and has an endowment of $37.7 billion, the largest endowment per student in the United States.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"As of October 2025, 81 Nobel laureates, 16 Fields Medalists and 17 Turing Award laureates have been affiliated with Princeton University as alumni, faculty members, or researchers.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"Princeton University, founded as the College of New Jersey, was shaped much in its formative years by the ""Log College"", a seminary founded by the Reverend William Tennent at Neshaminy, Pennsylvania, in about 1726.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"On October 2, 1913, the Princeton University Graduate College was dedicated.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"In response to these broadening protests, the Council of the Princeton University Community (CPUC) was founded to serve as a method for greater student voice in governance.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"In 2017, Princeton University unveiled a large-scale public history and digital humanities investigation into its historical involvement with slavery called the Princeton & Slavery Project.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"Though the art collection at the university dates back to its very founding, the Princeton University Art Museum was not officially established until 1882 by President McCosh.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,The Princeton University Chapel is located on the north side of campus near Nassau Street.,https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"Princeton University's endowment of $37 billion (per 2021 figures) was ranked as the fourth largest endowment in the United States, and it had the greatest per-student endowment in the world at over $4.4 million per student.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"The Princeton University Library system houses over 13 million holdings through 11 buildings, including seven million bound volumes, making it one of the largest university libraries in the United States.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"In 2020, Princeton University elected to change the name of Wilson College to First College after the recent deaths involving police brutality of black individuals.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:princeton_university_orchestr,Organization,Princeton University Orchestr,established_year,1896,"Other groups include the Princeton University Orchestra, the flagship symphony orchestra group founded in 1896, and the Princeton Symphony Orchestra, both of which perform at Alexander Hall.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:princeton_university_orchestr,Organization,Princeton University Orchestr,org_type,university,"Other groups include the Princeton University Orchestra, the flagship symphony orchestra group founded in 1896, and the Princeton Symphony Orchestra, both of which perform at Alexander Hall.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:a_cappella_e,Organization,a cappella e,established_year,1941,"The oldest a cappella ensemble is the Nassoons, which were formed in 1941.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"""Old Nassau"" has been Princeton University's school song since 1859, when it was written that year by freshman Harlan Page Peck.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Person:auld,Person,Auld,occupation,professor,"After an unsuccessful attempt at singing it to Auld Lang Syne's melody, Karl Langlotz, a Princeton professor, wrote the music for it.",https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,Princeton University is widely considered to be an institution that affiliates with and produces some of the most elite members of society.,https://en.wikipedia.org/wiki/Princeton_University,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Bletchley Park is an English country house and estate in Bletchley, Milton Keynes (Buckinghamshire), that became the principal centre of Allied code-breaking during the Second World War.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:government_code_and_cypher_school,Organization,Government Code and Cypher School,org_type,school,"During World War II, the estate housed the Government Code and Cypher School (GC&CS), which regularly penetrated the secret communications of the Axis powers –  most importantly the German Enigma and Lorenz ciphers.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"The team at Bletchley Park, 75% women, devised automatic machinery to help with decryption, culminating in the development of Colossus, the world's first programmable digital electronic computer.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,Codebreaking operations at Bletchley Park ended in 1946 and all information about the wartime operations was classified until the mid-1970s.,https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,After the war it had various uses and now houses the Bletchley Park museum.,https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"It was first known as Bletchley Park after its purchase in 1877 by the architect Samuel Lipscomb Seckham, who built a house there.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:government_code_and_cypher_school,Organization,Government Code and Cypher School,org_type,school,The first personnel of the Government Code and Cypher School (GC&CS) moved to Bletchley Park on 15 August 1939.,https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,The first personnel of the Government Code and Cypher School (GC&CS) moved to Bletchley Park on 15 August 1939.,https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"In contrast, the Soviet Union was never officially told of Bletchley Park and its activities, a reflection of Churchill's distrust of the Soviets even during the US-UK-USSR alliance imposed by the Nazi threat.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"However Bletchley Park was infiltrated by the Soviet mole John Cairncross, a member of the Cambridge Spy Ring, who leaked Ultra material to Moscow.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Key GC&CS cryptanalysts who moved from London to Bletchley Park included John Tiltman, Dillwyn ""Dilly"" Knox, Josh Cooper, Oliver Strachey and Nigel de Grey.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:foreign_office,Organization,Foreign Office,org_type,office,"On the day Britain declared war on Germany, Denniston wrote to the Foreign Office about recruiting ""men of the professor type"".",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park],org_type,park,16 April 1942: Took lunch in car and went to see the organization for breaking down ciphers [Bletchley Park] – a wonderful set of professors and genii!,https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Despite the high degree of secrecy surrounding Bletchley Park during the Second World War, unique and hitherto unknown amateur film footage of the outstation at nearby Whaddon Hall came to light in 2020, after being anonymously donated to the Bletchley Park Trust.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Royal Air Force names of Bletchley Park and its outstations included RAF Eastcote, RAF Lime Grove and RAF Church Green.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:foreign_office,Organization,Foreign Office,org_type,office,"The postal address that staff had to use was ""Room 47, Foreign Office"".",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Subsequently, under Group Captain Eric Jones, Hut 3 expanded to become the heart of Bletchley Park's intelligence effort, with input from decrypts of ""Tunny"" (Lorenz SZ42) traffic and many other sources.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Due to the long radio aerials stretching from the wireless room, the radio station was moved from Bletchley Park to nearby Whaddon Hall to avoid drawing attention to the site.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"The prototype first worked in December 1943, was delivered to Bletchley Park in January and first worked operationally on 5 February 1944.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Enhancements were developed for the Mark 2 Colossus, the first of which was working at Bletchley Park on the morning of 1 June in time for D-day.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:government_code_and_cypher_school,Organization,Government Code and Cypher School,org_type,school,"An outpost of the Government Code and Cypher School had been set up in Hong Kong in 1935, the Far East Combined Bureau (FECB).",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:government_code_cypher_school,Organization,Government Code & Cypher School,org_type,school,"The Government Code & Cypher School became the Government Communications Headquarters (GCHQ), moving to Eastcote in 1946 and to Cheltenham in 1951.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"This meant that there were many operations where codes broken by Bletchley Park played an important role, but this was not present in the history of those events.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"That said, occasional mentions of the work performed at Bletchley Park slipped the censor's net and appeared in print.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Winterbotham's The Ultra Secret in 1974 public discussion of Bletchley Park's work in the English speaking world finally became accepted, although some former staff considered themselves bound to silence forever.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,The gilded medal bears the inscription GC&CS 1939–1945 Bletchley Park and its Outstations.,https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Bletchley Park Trust was set up in 1991 by a group of people who recognised the site's importance, as it was at risk of being sold off for housing.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"The site opened to visitors in 1993, and was formally inaugurated by the Duke of Kent as Chief Patron in July 1994 and Tony Sale became the first director of the Bletchley Park Museums in 1994.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"The Duchess' paternal grandmother, Valerie Middleton, and Valerie's twin sister, Mary (née Glassborow), both worked at Bletchley Park during the war.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:foreign_office,Organization,Foreign Office,org_type,office,"The twin sisters worked as Foreign Office Civilians in Hut 6, where they managed the interception of enemy and neutral diplomatic signals for decryption.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,A memorial at Bletchley Park commemorates Mary and Valerie Middleton's work as code-breakers.,https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,The Bletchley Park Learning Department offers educational group visits with active learning activities for schools and universities.,https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Visits can be booked in advance during term time, where students can engage with the history of Bletchley Park and understand its wider relevance for computer history and national security.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"In October 2005, American billionaire Sidney Frank donated £500,000 to Bletchley Park Trust to fund a new Science Centre dedicated to Alan Turing.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"On 6 November 2008 it was announced that English Heritage would donate £300,000 to help maintain the buildings at Bletchley Park, and that they were in discussions regarding the donation of a further £600,000.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"In October 2011, the Bletchley Park Trust received a £4.6 million Heritage Lottery Fund grant to be used ""to complete the restoration of the site, and to tell its story to the highest modern standards"" on the condition that £1.7 million of match funding is raised by the Bletchley Park Trust.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"The National Museum of Computing is housed in Block H, which is rented from the Bletchley Park Trust.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"This consisted of serviced office accommodation housed in Bletchley Park's Blocks A and E, and the upper floors of the Mansion.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"In April 2020 Bletchley Park Capital Partners, a private company run by Tim Reynolds, Deputy Chairman of the National Museum of Computing, announced plans to sell off the freehold to part of the site containing former Block G for commercial development.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Previously, the construction of a National College of Cyber Security for students aged from 16 to 19 years old had been envisaged on the site, to be housed in Block G after renovation with funds supplied by the Bletchley Park Science and Innovation Centre.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"The Radio Society of Great Britain's National Radio Centre (including a library, radio station, museum and bookshop) are in a newly constructed building close to the main Bletchley Park entrance.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,A fictionalised version of Bletchley Park is featured in Neal Stephenson's novel Cryptonomicon (1999).,https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,Bletchley Park plays a significant role in Connie Willis' novel All Clear (2010).,https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Christie was friends with one of the code-breakers at Bletchley Park, and MI5 thought that the character name might have been a joke indicating that she knew what was happening there.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"Bletchley Park is the setting of Kate Quinn's 2021 historical fiction novel, The Rose Code.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,Quinn used the likenesses of true veterans of Bletchley Park as inspiration for her story of three women who worked in some of the different areas at Bletchley Park.,https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"The film The Imitation Game (2014), starring Benedict Cumberbatch as Alan Turing, is set in Bletchley Park, and was partially filmed there.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"The Big Finish Productions Doctor Who audio Criss-Cross, released in September 2015, features the Sixth Doctor working undercover in Bletchley Park to decode a series of strange alien signals that have hindered his TARDIS, the audio also depicting his first meeting with his new companion Constance Clarke.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"The Bletchley Park Podcast began in August 2012, with new episodes being released approximately monthly.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,"In the TV series Foyle's War, Adam Wainwright (Samantha Stewart's fiancé, then husband) is a former Bletchley Park codebreaker.",https://en.wikipedia.org/wiki/Bletchley_Park,high,regex_rule
