entity_uid,entity_label,entity_text,attribute_name,attribute_value,evidence,source,confidence,extract_method
Organization:university_place,Organization,University Place;,org_type,university,"Other residences include Vaughn House, once the home of the clergy serving the Church of the Holy Name, and George Kenyon Hall at University Place; Crawford House and Devonshire House adjacent to the Manchester Business School and Victoria Hall on Upper Brook Street.",https://en.wikipedia.org/wiki/University_of_Manchester,high,regex_rule
Organization:development_office,Organization,Development Office,org_type,office,"The Foreign, Commonwealth and Development Office (FCDO), or Foreign Office is the ministry of foreign affairs and a ministerial department of the government of the United Kingdom.","https://en.wikipedia.org/wiki/Foreign,_Commonwealth_and_Development_Office",high,regex_rule
Organization:university_college,Organization,University College,org_type,university,"Private schools and colleges in London include City of London School, Harrow, St Paul's School, University College School, The John Lyon School, Highgate School and Westminster School.",https://en.wikipedia.org/wiki/London,high,regex_rule
Organization:manchester_university,Organization,University of Manchester,established_year,2004,"The University of Manchester is the second largest full-time non-collegiate university in the United Kingdom, and was created in 2004 through the merger of Victoria University of Manchester and the University of Manchester Institute of Science and Technology.",https://en.wikipedia.org/wiki/Manchester,high,regex_rule
Person:alan_turing,Person,Alan Turing,birth_date,1912,"Alan Turing (1912–1954), code-breaker and pioneer of computer science, at 2 Warrington Crescent.",https://en.wikipedia.org/wiki/Maida_Vale,high,regex_rule
Person:alan_turing,Person,Alan Turing,death_date,1954,"Alan Turing (1912–1954), code-breaker and pioneer of computer science, at 2 Warrington Crescent.",https://en.wikipedia.org/wiki/Maida_Vale,high,regex_rule
Organization:government_code_and_cypher_schoo,Organization,Government Code and Cypher Schoo,org_type,government,"Within the West Bletchley parish, in the Church Green district, is Bletchley Park which, during the Second World War, was home to the Government Code and Cypher School.",https://en.wikipedia.org/wiki/Bletchley,high,regex_rule
Organization:cambridge_university,Organization,University of Cambridge,established_year,1209,"The city is well known as the home of the University of Cambridge, which was founded in 1209 and consistently ranks among the best universities in the world.",https://en.wikipedia.org/wiki/Cambridge,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo Church,nationality,British,The thesis is named after American mathematician Alonzo Church and the British mathematician Alan Turing.,https://en.wikipedia.org/wiki/Church%E2%80%93Turing_thesis,high,regex_rule
Organization:bletchley_park_by,Organization,Bletchley Park by,org_type,park,"The initial design of the British bombe was produced in 1939 at the UK Government Code and Cypher School (GC&CS) at Bletchley Park by Alan Turing, with an important refinement devised in 1940 by Gordon Welchman.",https://en.wikipedia.org/wiki/Bombe,high,regex_rule
Organization:government_code_and_cip,Organization,Government Code and Cip,org_type,government,"Britain's Government Code and Cipher School (GC&CS), before its move to Bletchley Park, had realised the value of recruiting mathematicians and logicians to work in codebreaking teams.",https://en.wikipedia.org/wiki/Cryptanalysis_of_the_Enigma,high,regex_rule
Person:gordon_welchm,Person,Gordon Welchm,occupation,mathematician,"Gordon Welchman, another Cambridge mathematician, had also received initial training in 1938, and they both reported to Bletchley Park on 4 September 1939, the day after Britain declared war on Germany.",https://en.wikipedia.org/wiki/Cryptanalysis_of_the_Enigma,high,regex_rule
Organization:bletchley_park_wher,Organization,Bletchley Park—wher,org_type,park,"But as soon as Turing moved to Bletchley Park—where he initially joined Dilly Knox in the research section—he set about seeking methods that did not rely on this weakness, as they correctly anticipated that the German Army and Air Force might follow the German Navy in improving their indicator system.",https://en.wikipedia.org/wiki/Cryptanalysis_of_the_Enigma,high,regex_rule
Person:alan_turing,Person,Alan Turing,occupation,professor,The Alan Turing Centenary Advisory committee (TCAC) was originally set up by Professor S.,https://en.wikipedia.org/wiki/Alan_Turing_Year,high,regex_rule
Person:alan_turing,Person,Alan Turing,birth_date,1880,"In UNITE History Volume 1 (1880–1931): The Transport and General Workers' Union (TGWU): Representing a Mass Trade Union Movement (Liverpool University Press, 2021), pp.",https://en.wikipedia.org/wiki/1926_United_Kingdom_general_strike,high,regex_rule
Person:alan_turing,Person,Alan Turing,death_date,1931,"In UNITE History Volume 1 (1880–1931): The Transport and General Workers' Union (TGWU): Representing a Mass Trade Union Movement (Liverpool University Press, 2021), pp.",https://en.wikipedia.org/wiki/1926_United_Kingdom_general_strike,high,regex_rule
Person:alan_turing,Person,Alan Turing,occupation,researcher,"The AI Futures Project was founded in 2025 by Daniel Kokotajlo, a former researcher in the governance division of OpenAI.",https://en.wikipedia.org/wiki/AI_Futures_Project,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo Church Croom,birth_date,1845,"Alonzo Church Croom (December 1, 1845 – December 7, 1912) was an American politician who served as Comptroller of Florida from 1901 until 1912.",https://en.wikipedia.org/wiki/A._C._Croom,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo Church Croom,death_date,"December 7, 1912","Alonzo Church Croom (December 1, 1845 – December 7, 1912) was an American politician who served as Comptroller of Florida from 1901 until 1912.",https://en.wikipedia.org/wiki/A._C._Croom,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo Church,nationality,English,"Sir Alfred Jules ""Freddie"" Ayer  ( AIR; 29 October 1910 – 27 June 1989) was an English philosopher known for his promotion of logical positivism, particularly in his books Language, Truth, and Logic (1936) and The Problem of Knowledge (1956).",https://en.wikipedia.org/wiki/A._J._Ayer,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo Church,death_date,1985,"She died in 1985, and in 1989 Ayer remarried Wells, who survived him.",https://en.wikipedia.org/wiki/A._J._Ayer,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo Church,nationality,German,Ayer was a strong critic of the German philosopher Martin Heidegger.,https://en.wikipedia.org/wiki/A._J._Ayer,high,regex_rule
Person:adolf_gr_nbaum,Person,Adolf Grünbaum,birth_date,1923,"Adolf Grünbaum (; German: [ˈɡʁyːnbaʊm]; May 15, 1923 – November 15, 2018) was a German-American philosopher of science and a critic of both psychoanalysis and Karl Popper's philosophy of science.",https://en.wikipedia.org/wiki/Adolf_Gr%C3%BCnbaum,high,regex_rule
Person:adolf_gr_nbaum,Person,Adolf Grünbaum,death_date,"November 15, 2018","Adolf Grünbaum (; German: [ˈɡʁyːnbaʊm]; May 15, 1923 – November 15, 2018) was a German-American philosopher of science and a critic of both psychoanalysis and Karl Popper's philosophy of science.",https://en.wikipedia.org/wiki/Adolf_Gr%C3%BCnbaum,high,regex_rule
Person:adolf_gr_nbaum,Person,Adolf Grünbaum,occupation,philosopher,"Adolf Grünbaum (; German: [ˈɡʁyːnbaʊm]; May 15, 1923 – November 15, 2018) was a German-American philosopher of science and a critic of both psychoanalysis and Karl Popper's philosophy of science.",https://en.wikipedia.org/wiki/Adolf_Gr%C3%BCnbaum,high,regex_rule
Person:adolf_gr_nbaum,Person,Adolf Grünbaum,nationality,German,"Adolf Grünbaum (; German: [ˈɡʁyːnbaʊm]; May 15, 1923 – November 15, 2018) was a German-American philosopher of science and a critic of both psychoanalysis and Karl Popper's philosophy of science.",https://en.wikipedia.org/wiki/Adolf_Gr%C3%BCnbaum,high,regex_rule
Person:adolf_gr_nbaum,Person,Adolf Grünbaum,nationality,American,"Adolf Grünbaum (; German: [ˈɡʁyːnbaʊm]; May 15, 1923 – November 15, 2018) was a German-American philosopher of science and a critic of both psychoanalysis and Karl Popper's philosophy of science.",https://en.wikipedia.org/wiki/Adolf_Gr%C3%BCnbaum,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo Church,birth_date,1956,"He was a chaired professor of philosophy at Lehigh University, Bethlehem, Pennsylvania (1956–1960), after rising through the ranks there, starting in 1950, becoming a full professor in 1955.",https://en.wikipedia.org/wiki/Adolf_Gr%C3%BCnbaum,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo Church,death_date,1960,"He was a chaired professor of philosophy at Lehigh University, Bethlehem, Pennsylvania (1956–1960), after rising through the ranks there, starting in 1950, becoming a full professor in 1955.",https://en.wikipedia.org/wiki/Adolf_Gr%C3%BCnbaum,high,regex_rule
Person:alonzo_church_croom,Person,Alonzo Church,occupation,physicist,"Grünbaum did not embrace the prevailing — especially among physical scientists — Popperian philosophy of science, leading to some notoriety in the 1960s after he was ridiculed in print by the physicist Richard Feynman.",https://en.wikipedia.org/wiki/Adolf_Gr%C3%BCnbaum,high,regex_rule
Person:adolf_gr_nbaum,Person,Adolf Grünbaum,occupation,professor,"Proceedings of the international conference, ""The Adolf Grünbaum Symposium in Honor of the Works of Professor Adolf Grünbaum,"" Santa Barbara, CA, October 2002.",https://en.wikipedia.org/wiki/Adolf_Gr%C3%BCnbaum,high,regex_rule
Person:adolf_gr_nbaum,Person,Adolf Grünbaum,death_date,2018,"Inquiring into Space-Time, the Human Mind, and Religion: The Life and Work of Adolf Grünbaum (1923–2018).",https://en.wikipedia.org/wiki/Adolf_Gr%C3%BCnbaum,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,birth_date,"November 12, 1959","Armand Paul Alivisatos (born November 12, 1959) is a Greek-American chemist, currently serving as the 14th president of the University of Chicago since September 2021.",https://en.wikipedia.org/wiki/Paul_Alivisatos,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,birth_date,1951,CS Cable Queen (Built 1951–1952) Built for AT&T Corp.,https://en.wikipedia.org/wiki/AT%26T_Corporation,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,death_date,1952,CS Cable Queen (Built 1951–1952) Built for AT&T Corp.,https://en.wikipedia.org/wiki/AT%26T_Corporation,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,birth_date,1961,CS Long Lines (Built 1961–1963) Built for AT&T Corp.,https://en.wikipedia.org/wiki/AT%26T_Corporation,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,death_date,1963,CS Long Lines (Built 1961–1963) Built for AT&T Corp.,https://en.wikipedia.org/wiki/AT%26T_Corporation,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,occupation,researcher,The Online Encyclopedia of Integer Sequences (now operated by the OEIS foundation) is the creation of former AT&T Researcher Neil Sloane.,https://en.wikipedia.org/wiki/AT%26T_Labs,high,regex_rule
Person:max_newman,Person,Max Newman,occupation,professor,"In 1876, Greenhill was appointed professor of mathematics at the Royal Military Academy (RMA) at Woolwich, London, UK.",https://en.wikipedia.org/wiki/Alfred_George_Greenhill,high,regex_rule
Person:max_newman,Person,Max Newman,nationality,Russian,Abram Samoilovitch Besicovitch (or Besikovitch; Russian: Абра́м Само́йлович Безико́вич; 23 January 1891 – 2 November 1970) was a Russian mathematician.,https://en.wikipedia.org/wiki/Abram_Besicovitch,high,regex_rule
Person:max_newman,Person,Max Newman,death_date,1970,"After returning to Trinity, he died in 1970.",https://en.wikipedia.org/wiki/Abram_Besicovitch,high,regex_rule
Person:donald_michie,Person,Donald Michie,occupation,professor,"From 1987 to 1999, he was on the academic staff of the Department of Engineering Science in the University of Oxford, where he became a professor in 1996, and was a Royal Society Senior Research Fellow for 1998-9.",https://en.wikipedia.org/wiki/Andrew_Blake_(computer_scientist),high,regex_rule
Person:donald_michie,Person,Donald Michie,birth_date,1959,"McLaren spent the next 15 years (1959–1974) at the Institute of Animal Genetics, studying fertility, development and epigenetics, including the development of mouse embryonic transfer, immunocontraception, and the skeletal characteristics of chimerae.",https://en.wikipedia.org/wiki/Anne_McLaren,high,regex_rule
Person:donald_michie,Person,Donald Michie,death_date,1974,"McLaren spent the next 15 years (1959–1974) at the Institute of Animal Genetics, studying fertility, development and epigenetics, including the development of mouse embryonic transfer, immunocontraception, and the skeletal characteristics of chimerae.",https://en.wikipedia.org/wiki/Anne_McLaren,high,regex_rule
Person:donald_michie,Person,Donald Michie,birth_date,1927,"""Obituary: Dame Anne McLaren (1927–2007)"".",https://en.wikipedia.org/wiki/Anne_McLaren,high,regex_rule
Person:donald_michie,Person,Donald Michie,death_date,2007,"""Obituary: Dame Anne McLaren (1927–2007)"".",https://en.wikipedia.org/wiki/Anne_McLaren,high,regex_rule
Person:donald_michie,Person,Donald Michie,aliases,artificial neurons,"An artificial neural network is based on a collection of nodes also known as artificial neurons, which loosely model the neurons in a biological brain.",https://en.wikipedia.org/wiki/Artificial_intelligence,high,regex_rule
Person:donald_michie,Person,Donald Michie,occupation,computer scientist,"AI pioneer and Nobel Prize-winning computer scientist Geoffrey Hinton expressed concern about AI enabling ""authoritarian leaders to manipulate their electorates"" on a large scale, among other risks.",https://en.wikipedia.org/wiki/Artificial_intelligence,high,regex_rule
Person:donald_michie,Person,Donald Michie,occupation,physicist,"This could, as physicist Stephen Hawking stated, ""spell the end of the human race"".",https://en.wikipedia.org/wiki/Artificial_intelligence,high,regex_rule
Person:donald_michie,Person,Donald Michie,occupation,philosopher,"Philosopher Nick Bostrom argued that if one gives almost any goal to a sufficiently powerful AI, it may choose to destroy humanity to achieve it (he used the example of an automated paperclip factory that destroys the world to get more iron for paperclips).",https://en.wikipedia.org/wiki/Artificial_intelligence,high,regex_rule
Person:i_j_good,Person,I. J. Good,occupation,mathematician,"Kubrick also asked Universe co-director Colin Low about animation camerawork, with Low recommending British mathematician Brian Salt, with whom Low and Roman Kroitor had previously worked on the 1957 still-animation documentary City of Gold.",https://en.wikipedia.org/wiki/2001:_A_Space_Odyssey,high,regex_rule
Person:i_j_good,Person,I. J. Good,nationality,British,"Kubrick also asked Universe co-director Colin Low about animation camerawork, with Low recommending British mathematician Brian Salt, with whom Low and Roman Kroitor had previously worked on the 1957 still-animation documentary City of Gold.",https://en.wikipedia.org/wiki/2001:_A_Space_Odyssey,high,regex_rule
Person:i_j_good,Person,I. J. Good,occupation,author,"Most of these materials were lost, with some exceptions: a 2001 spacesuit backpack appeared in the ""Close Up"" episode of the Gerry Anderson series UFO and one of HAL's eyepieces is in the possession of the author of Hal's Legacy, David G.",https://en.wikipedia.org/wiki/2001:_A_Space_Odyssey,high,regex_rule
Person:i_j_good,Person,I. J. Good,occupation,engineer,"In 2012, Lockheed engineer Adam Johnson, working with Frederick I.",https://en.wikipedia.org/wiki/2001:_A_Space_Odyssey,high,regex_rule
Person:i_j_good,Person,I. J. Good,aliases,simply the Academy or the Motion Picture Academy,"The Academy of Motion Picture Arts and Sciences (AMPAS, often pronounced  AM-pass; also known as simply the Academy or the Motion Picture Academy) is a professional honorary organization in Beverly Hills, California, U.S., with the stated goal of advancing the arts and sciences of motion pictures.",https://en.wikipedia.org/wiki/Academy_of_Motion_Picture_Arts_and_Sciences,high,regex_rule
Person:i_j_good,Person,I. J. Good,birth_date,1955,"Adrian Elmes Raftery (born 1955 in Dublin, Ireland) is an Irish and American statistician and sociologist.",https://en.wikipedia.org/wiki/Adrian_Raftery,high,regex_rule
Person:i_j_good,Person,I. J. Good,occupation,researcher,He was identified as the world's most cited researcher in mathematics for the decade 1995-2005 by Thomson-ISI.,https://en.wikipedia.org/wiki/Adrian_Raftery,high,regex_rule
Person:gordon_welchman,Person,Gordon Welchman,birth_date,1928,"He married, lastly, on 8 June 1953, Alexandra Boycun (1928–1966).",https://en.wikipedia.org/wiki/Alexander_Korda,high,regex_rule
Person:gordon_welchman,Person,Gordon Welchman,death_date,1966,"He married, lastly, on 8 June 1953, Alexandra Boycun (1928–1966).",https://en.wikipedia.org/wiki/Alexander_Korda,high,regex_rule
Person:gordon_welchman,Person,Gordon Welchman,death_date,1970,"He died in 1970 at Northwood, Middlesex.",https://en.wikipedia.org/wiki/Allen_Lane,high,regex_rule
Person:allen,Person,Allen,occupation,author,"BBC Radio 4 programme about Allen Lane by author Michael Morpurgo, his son-in-law.",https://en.wikipedia.org/wiki/Allen_Lane,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,birth_date,1766,"A generation of powerful biblical preachers ended, as leaders such as Christmas Evans (1766–1838), John Elias (1744–1841) and Henry Rees (1798–1869) died.",https://en.wikipedia.org/wiki/1904%E2%80%931905_Welsh_revival,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,death_date,1838,"A generation of powerful biblical preachers ended, as leaders such as Christmas Evans (1766–1838), John Elias (1744–1841) and Henry Rees (1798–1869) died.",https://en.wikipedia.org/wiki/1904%E2%80%931905_Welsh_revival,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,birth_date,1744,"A generation of powerful biblical preachers ended, as leaders such as Christmas Evans (1766–1838), John Elias (1744–1841) and Henry Rees (1798–1869) died.",https://en.wikipedia.org/wiki/1904%E2%80%931905_Welsh_revival,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,death_date,1841,"A generation of powerful biblical preachers ended, as leaders such as Christmas Evans (1766–1838), John Elias (1744–1841) and Henry Rees (1798–1869) died.",https://en.wikipedia.org/wiki/1904%E2%80%931905_Welsh_revival,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,birth_date,1798,"A generation of powerful biblical preachers ended, as leaders such as Christmas Evans (1766–1838), John Elias (1744–1841) and Henry Rees (1798–1869) died.",https://en.wikipedia.org/wiki/1904%E2%80%931905_Welsh_revival,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,death_date,1869,"A generation of powerful biblical preachers ended, as leaders such as Christmas Evans (1766–1838), John Elias (1744–1841) and Henry Rees (1798–1869) died.",https://en.wikipedia.org/wiki/1904%E2%80%931905_Welsh_revival,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,birth_date,1878,"The revival began in late 1904 under the leadership of Evan Roberts (1878–1951), a 26-year-old former collier and minister in training.",https://en.wikipedia.org/wiki/1904%E2%80%931905_Welsh_revival,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,death_date,1951,"The revival began in late 1904 under the leadership of Evan Roberts (1878–1951), a 26-year-old former collier and minister in training.",https://en.wikipedia.org/wiki/1904%E2%80%931905_Welsh_revival,high,regex_rule
Person:brazil,Person,Brazil,birth_date,1899,"In this first republican period, Brazil maintained a relative balance characterized by a success in resolving border disputes with neighboring countries, only broken by the Acre War (1899–1902) and its involvement in World War I (1914–1918), followed by a failed attempt to exert a prominent role in the League of Nations; Internally, from the crisis of Encilhamento and the Navy Revolts, a prolonged cycle of financial, political and social instability began until the 1920s, keeping the country besieged by various rebellions, both civilian and military.",https://en.wikipedia.org/wiki/Brazil,high,regex_rule
Person:brazil,Person,Brazil,death_date,1902,"In this first republican period, Brazil maintained a relative balance characterized by a success in resolving border disputes with neighboring countries, only broken by the Acre War (1899–1902) and its involvement in World War I (1914–1918), followed by a failed attempt to exert a prominent role in the League of Nations; Internally, from the crisis of Encilhamento and the Navy Revolts, a prolonged cycle of financial, political and social instability began until the 1920s, keeping the country besieged by various rebellions, both civilian and military.",https://en.wikipedia.org/wiki/Brazil,high,regex_rule
Person:brazil,Person,Brazil,birth_date,1914,"In this first republican period, Brazil maintained a relative balance characterized by a success in resolving border disputes with neighboring countries, only broken by the Acre War (1899–1902) and its involvement in World War I (1914–1918), followed by a failed attempt to exert a prominent role in the League of Nations; Internally, from the crisis of Encilhamento and the Navy Revolts, a prolonged cycle of financial, political and social instability began until the 1920s, keeping the country besieged by various rebellions, both civilian and military.",https://en.wikipedia.org/wiki/Brazil,high,regex_rule
Person:brazil,Person,Brazil,death_date,1918,"In this first republican period, Brazil maintained a relative balance characterized by a success in resolving border disputes with neighboring countries, only broken by the Acre War (1899–1902) and its involvement in World War I (1914–1918), followed by a failed attempt to exert a prominent role in the League of Nations; Internally, from the crisis of Encilhamento and the Navy Revolts, a prolonged cycle of financial, political and social instability began until the 1920s, keeping the country besieged by various rebellions, both civilian and military.",https://en.wikipedia.org/wiki/Brazil,high,regex_rule
Person:brazil,Person,Brazil,aliases,the Lusophone Commonwealth,"Brazil is a founding member state of the Community of Portuguese Language Countries (CPLP), also known as the Lusophone Commonwealth, an international organization and political association of Lusophone nations.",https://en.wikipedia.org/wiki/Brazil,high,regex_rule
Person:brazil,Person,Brazil,occupation,physicist,"Brazilian science is represented by the likes of César Lattes (Brazilian physicist Pathfinder of Pi Meson), Mário Schenberg (considered the greatest theoretical physicist of Brazil), José Leite Lopes (the only Brazilian physicist holder of the UNESCO Science Prize), Artur Avila (the first Latin American winner of the Fields Medal), and Fritz Müller (pioneer in factual support of the theory of evolution by Charles Darwin).",https://en.wikipedia.org/wiki/Brazil,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,occupation,professor,"Draper III, a professor of Portuguese at the University of Missouri, argues that Forró was used as a way to subdue feelings of nostalgia for a rural lifestyle.",https://en.wikipedia.org/wiki/Brazil,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,birth_date,1837,"Dwight Lyman Moody (February 5, 1837 – December 22, 1899), also known as D.",https://en.wikipedia.org/wiki/Dwight_L._Moody,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,death_date,"December 22, 1899","Dwight Lyman Moody (February 5, 1837 – December 22, 1899), also known as D.",https://en.wikipedia.org/wiki/Dwight_L._Moody,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,birth_date,1800,"Moody (1800–1841), was a small farmer and stonemason.",https://en.wikipedia.org/wiki/Dwight_L._Moody,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,birth_date,1805,His mother was Betsey Moody (née Holton; 1805–1896).,https://en.wikipedia.org/wiki/Dwight_L._Moody,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,death_date,1896,His mother was Betsey Moody (née Holton; 1805–1896).,https://en.wikipedia.org/wiki/Dwight_L._Moody,high,regex_rule
Person:hugh_alexander,Person,Hugh Alexander,birth_date,1890,"Eisenhower, who was born in 1890, was named after him.",https://en.wikipedia.org/wiki/Dwight_L._Moody,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,birth_date,1875,"Alfred Angas Scott (1875-1923), motorcycle designer, inventor and founder of The Scott Motorcycle Company",https://en.wikipedia.org/wiki/Abbotsholme_School,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,death_date,1923,"Alfred Angas Scott (1875-1923), motorcycle designer, inventor and founder of The Scott Motorcycle Company",https://en.wikipedia.org/wiki/Abbotsholme_School,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,birth_date,1886,"Olaf Stapledon (1886-1950), novelist and philosopher; author of Last and First Men, Star Maker, and other works of speculative fiction.",https://en.wikipedia.org/wiki/Abbotsholme_School,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,death_date,1950,"Olaf Stapledon (1886-1950), novelist and philosopher; author of Last and First Men, Star Maker, and other works of speculative fiction.",https://en.wikipedia.org/wiki/Abbotsholme_School,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,occupation,philosopher,"Olaf Stapledon (1886-1950), novelist and philosopher; author of Last and First Men, Star Maker, and other works of speculative fiction.",https://en.wikipedia.org/wiki/Abbotsholme_School,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,birth_date,1949,"Andrew Philip Hodges ( HOJ-iz; born 1949) is a British mathematician, author and emeritus senior research fellow at Wadham College, Oxford.",https://en.wikipedia.org/wiki/Andrew_Hodges,high,regex_rule
Person:robin_gandy,Person,Robin Gandy,aliases,the Conversazione Society,"The Cambridge Apostles (also known as the Conversazione Society) is or was an intellectual society at the University of Cambridge founded in 1820 by George Tomlinson, a Cambridge student who became the first Bishop of Gibraltar.",https://en.wikipedia.org/wiki/Cambridge_Apostles,high,regex_rule
Organization:cambridge_university,Organization,University of Cambridge,established_year,1820,"The Cambridge Apostles (also known as the Conversazione Society) is or was an intellectual society at the University of Cambridge founded in 1820 by George Tomlinson, a Cambridge student who became the first Bishop of Gibraltar.",https://en.wikipedia.org/wiki/Cambridge_Apostles,high,regex_rule
Organization:brown_university,Organization,Brown University,org_type,university,"Some notable historical groups formed along the way include Colgate University's The Colgate 13 (1942), Dartmouth College's Aires (1946), Harvard University's Krokodiloes (1946), Cornell University's Cayuga's Waiters (1949) and The Hangovers (1968), the University of Maine Maine Steiners (1958), the Columbia University Kingsmen (1949), the Jabberwocks of Brown University (1949), and the University of Rochester YellowJackets (1956).",https://en.wikipedia.org/wiki/A_cappella,high,regex_rule
Organization:cappella_e,Organization,a cappella,established_year,1996,"The first South Asian a cappella group was Penn Masala, an all-male group founded in 1996 at the University of Pennsylvania.",https://en.wikipedia.org/wiki/A_cappella,high,regex_rule
Organization:cappella_e,Organization,a cappella,established_year,2001,"The first co-ed South Asian a cappella was Anokha, from the University of Maryland, formed in 2001.",https://en.wikipedia.org/wiki/A_cappella,high,regex_rule
Organization:cappell,Organization,A Cappell,established_year,2016,"The South Asian a cappella competitive circuit is governed by the Association of South-Asian A Cappella (ASA), a non-profit organization formed in 2016.",https://en.wikipedia.org/wiki/A_cappella,high,regex_rule
Organization:oxfor_university,Organization,University of Oxfor,org_type,university,"David Barclay, the president of the University of Oxford's student union, said: ""This is the day a generation of politicians learn that though they might forget their promises, students won't."" Rahul Mansigani, the students' union president for the University of Cambridge, said: ""Large numbers of students voted for the Liberal Democrats, and there is no question that the pledge is a binding commitment.""",https://en.wikipedia.org/wiki/2010_United_Kingdom_student_protests,high,regex_rule
Organization:government_web,Organization,Government Web,org_type,government,Official website (London2012.com) at the UK Government Web Archive (archived 28 February 2013),https://en.wikipedia.org/wiki/2012_Summer_Olympics,high,regex_rule
Organization:abwehr,Organization,Abwehr,established_year,1920,"The Abwehr was created in 1920 as part of the German Ministry of Defence when the German government was allowed to form the Reichswehr, the military organization of the Weimar Republic.",https://en.wikipedia.org/wiki/Abwehr,high,regex_rule
Organization:downing_college,Organization,Downing College,org_type,college,"In 1800, the wealth he had accumulated was used to found Downing College, Cambridge, as had been his wish should his descendants fail in the male line.",https://en.wikipedia.org/wiki/10_Downing_Street,high,regex_rule
Organization:abstract,Organization,Abstract,aliases,eager or call,"The early abstract machines for functional languages, including the SECD machine (1964) and Cardelli's Functional Abstract Machine (1983), defined strict evaluation, also known as eager or call-by-value evaluation, in which function arguments are evaluated before the call and precisely once.",https://en.wikipedia.org/wiki/Abstract_machine,high,regex_rule
Organization:byron_university_pro,Organization,Byron University Pro,org_type,university,Ada Byron University Programming Contest at the Polytechnic University of Valencia.,https://en.wikipedia.org/wiki/Ada_Lovelace,high,regex_rule
Organization:university_school,Organization,University School,org_type,university,"Following the 2003 invasion of Iraq, a study by the Cardiff University School of Journalism of the reporting of the war found that nine out of 10 references to weapons of mass destruction during the war assumed that Iraq possessed them, and only one in 10 questioned this assumption.",https://en.wikipedia.org/wiki/BBC_News,high,regex_rule
Organization:chichester_university,Organization,University of Chichester,org_type,university,"Susan Margaret Samson, Chief Executive Officer, University of Chichester Multi-Academy Trust.",https://en.wikipedia.org/wiki/2020_New_Year_Honours,high,regex_rule
Organization:manchester_where_university,Organization,University of Manchester where,org_type,university,"The conference was organised by Andrei Voronkov and hosted by the School of Computer Science, University of Manchester where Turing worked from 1948 until 1954.",https://en.wikipedia.org/wiki/Alan_Turing_Centenary_Conference,high,regex_rule
